title,core_job_title,company_name,company_sector_and_industry,company_website,language_requirements,technical_tools,yearly_min_compensation,yearly_max_compensation,workplace_countries,workplace_states,workplace_cities,formatted_workplace_location,apply_url
Software Engineer ,Software Engineer,GOAT Group,"['Clothing Companies', 'Retailers', 'Clothing Retailers', 'Online Retailers', 'Underwear Brands']",goat.com,"['Chinese', 'English']","['Ruby', 'Golang', 'AWS', 'SQS', 'DynamoDB']",,,['CN'],[],"['Shanghai, null, CN']","Shanghai, China",https://job-boards.greenhouse.io/goatgroup/jobs/4488351005
Senior Software Engineer II,Senior Software Engineer,GOAT Group,"['Clothing Companies', 'Retailers', 'Clothing Retailers', 'Online Retailers', 'Underwear Brands']",goat.com,['English'],"['Ruby on Rails', 'Python', 'Go', 'PHP', 'Java']",,,['CN'],[],"['Shanghai, null, CN']","Shanghai, China",https://job-boards.greenhouse.io/goatgroup/jobs/4529492005
Senior Software Engineer I,Senior Software Engineer,GOAT Group,"['Clothing Companies', 'Retailers', 'Clothing Retailers', 'Online Retailers', 'Underwear Brands']",goat.com,['English'],"['Golang', 'Ruby on Rails', 'DynamoDB', 'gRPC', 'PostgreSQL', 'NodeJS', 'React']",149000,186000,['US'],[],[],United States,https://job-boards.greenhouse.io/goatgroup/jobs/4529301005
Software Engineer,Software Engineer,Integrators,['Software Companies'],integrators.cz,"['English', 'Czech']","['Java', 'Kotlin', 'Spring Framework', 'SQL', 'PostgreSQL', 'Hibernate', 'AMQP', 'RabbitMQ', 'Git', 'Kafka', 'HTML', 'CSS', 'Node.js', 'React', 'GraphQL', 'WebSocket', 'JSON', 'REST API', 'Gradle', 'Maven', 'Google Cloud Platform', 'Docker', 'Jenkins', 'OpenShift', 'Protobuf', 'gRPC']",,,['CZ'],[],"['Prague, null, CZ']","Prague, Czech Republic",https://jobs.lever.co/integrators.cz/061cead5-e638-40c5-9d93-5e98f2560d00/apply
Java Engineer,Java Engineer,Integrators,['Software Companies'],integrators.cz,"['English', 'Czech']","['Java', 'Spring Boot', 'Docker', 'Oracle', 'React', 'TestNG', 'Fluent Interface']",,,['CZ'],[],"['Prague, null, CZ']","Prague, Czech Republic",https://jobs.lever.co/integrators.cz/226e4994-5a8e-4de9-aa1f-b744a2b325de/apply
.NET Developer,.NET Developer,Integrators,['Software Companies'],integrators.cz,"['Czech', 'English']","['.NET 8', 'C# 12', 'ASP.NET Core', 'Entity Framework Core', 'Apache Kafka', 'MS SQL Server 2022', 'MongoDB', 'Azure App Services', 'Azure Functions', 'Service Bus', 'Terraform', 'Git', 'Visual Studio 2022', 'Rider']",,,['CZ'],[],"['Prague, null, CZ']","Prague, Czech Republic",https://jobs.lever.co/integrators.cz/4cb5832e-aeba-4fe1-bea2-de6256d5dd76/apply
JAVA development engineer - Core Services,JAVA Development Engineer,Integrators,['Software Companies'],integrators.cz,"['Czech', 'English']","['Java', 'Spring Boot', 'Apache Camel', 'Kubernetes', 'Microservices', 'PostgreSQL', 'REST', 'WS-SOAP', 'Artemis', 'Kafka']",,,['CZ'],[],"['Prague, null, CZ']","Prague, Czech Republic",https://jobs.lever.co/integrators.cz/e8137907-545f-424e-b614-f4ee62c8868a/apply
Software Engineer,Software Engineer,Altamira Technologies Corp.,['Information Technology'],https://altamiratechnologies.com,['English'],"['Java', 'Python', 'JavaScript', 'Angular', 'React', 'ElasticSearch', 'Kubernetes', 'Kafka', 'Web Services', 'Machine Learning', 'Data Analytics', 'NoSQL', 'SQL']",,,['US'],"['Virginia, US']","['McLean, Virginia, US', 'Warrenton, Virginia, US']",McLean or Warrenton,https://jobs.jobvite.com/altamiracorps/job/oa2xvfwY?nl=1&fr=true
Software Engineer,Software Engineer,Altamira Technologies Corp.,['Information Technology'],https://altamiratechnologies.com,['English'],"['Java', 'Python', 'JavaScript', 'Angular', 'React', 'ElasticSearch', 'Redis', 'Web Services', 'Machine Learning', 'Data Analytics', 'NoSQL', 'SQL']",,,['US'],"['Virginia, US']","['Warrenton, Virginia, US']","Warrenton, Virginia, United States",https://jobs.jobvite.com/altamiracorps/job/oQKovfwd?nl=1&fr=true
Software Engineer,Software Engineer,Altamira Technologies Corp.,['Information Technology'],https://altamiratechnologies.com,['English'],"['Java', 'Python', 'JavaScript', 'Angular', 'React', 'ElasticSearch', 'Kubernetes', 'Kafka', 'Web Services (REST)', 'Machine Learning', 'Data Analytics', 'NoSQL', 'SQL']",90000,225000,['US'],"['Colorado, US', 'Virginia, US']","['Denver, Colorado, US', 'Warrenton, Virginia, US']",Denver or Warrenton,https://jobs.jobvite.com/altamiracorps/job/oYMyvfwx?nl=1&fr=true
Principal Software Engineer,Principal Software Engineer,Altamira Technologies Corp.,['Information Technology'],https://altamiratechnologies.com,['English'],"['DevOps Pipelines', 'Docker', 'Kubernetes', 'Full Stack Development', 'Memory Databases', 'Microservices Architecture', 'Messaging Architectures', 'AWS']",,,['US'],"['Ohio, US']","['Fairborn, Ohio, US']","Fairborn, Ohio, United States",https://jobs.jobvite.com/altamiracorps/job/ou2kvfw5?nl=1&fr=true
